datetime,temperature,humidity,wind_speed,rain
2024-10-22 03:00:07,21.95,90,0.89,0.0
2024-10-22 04:00:07,21.63,91,1.34,0.0
2024-10-22 05:00:06,21.18,93,0.45,0.0
2024-10-22 06:00:07,20.84,94,1.79,0.0
2024-10-22 07:00:07,21.23,93,1.34,0.0
2024-10-22 08:00:07,21.22,93,0.45,0.0
2024-10-22 09:00:06,21.17,93,1.34,0.0
2024-10-22 10:00:07,20.79,94,0.89,0.0
2024-10-22 11:00:08,20.93,94,1.34,0.0
2024-10-22 12:00:07,20.94,94,2.24,0.0
2024-10-22 13:00:07,22.5,91,1.79,0.0
2024-10-22 14:00:07,25.92,79,1.79,0.0
2024-10-22 15:00:07,26.51,74,5.63,0.0
2024-10-22 16:00:07,27.58,67,5.71,0.0
2024-10-22 17:00:08,27.63,62,5.6,0.0
2024-10-22 18:00:07,29.6,59,2.68,0.0
2024-10-22 19:00:07,27.56,68,6.66,0.0
2024-10-22 20:00:07,28.72,62,2.24,0.0
2024-10-22 21:00:08,27.92,63,4.47,0.0
2024-10-22 22:00:09,26.96,67,3.13,0.0
2024-10-22 23:00:07,24.98,72,4.02,0.0
2024-10-23 00:00:09,24.54,80,3.13,0.0
2024-10-23 01:00:10,23.0,84,1.34,0.0
2024-10-23 02:00:07,22.85,83,1.34,0.0
2024-10-23 03:00:08,22.35,86,0.45,0.0
2024-10-23 04:00:07,22.19,89,0.45,0.0
2024-10-23 05:00:07,21.64,90,1.34,0.0
2024-10-23 06:00:08,21.67,91,1.34,0.0
2024-10-23 07:00:07,20.86,93,0.89,0.0
2024-10-23 08:00:08,21.15,94,0.89,0.0
2024-10-23 09:00:07,21.16,94,1.34,0.0
2024-10-23 10:00:07,20.78,95,1.34,0.0
2024-10-23 11:00:08,20.79,95,2.68,0.0
2024-10-23 12:00:07,20.27,95,0.89,0.0
2024-10-23 13:00:07,22.35,90,2.24,0.0
2024-10-23 14:00:07,24.83,80,4.02,0.0
2024-10-23 15:00:07,26.96,71,2.24,0.0
2024-10-23 16:00:06,27.6,64,3.89,0.0
2024-10-23 17:00:07,28.0,62,4.02,0.0
2024-10-23 18:00:07,28.07,62,2.68,0.0
2024-10-23 19:00:07,29.07,57,4.02,0.0
2024-10-23 20:00:06,29.09,60,2.68,0.0
2024-10-23 21:00:07,28.43,60,3.13,0.0
2024-10-23 22:00:07,27.44,63,1.34,0.0
2024-10-23 23:00:07,25.23,70,1.34,0.0
2024-10-24 00:00:08,23.56,78,1.79,0.0
2024-10-24 01:00:08,23.3,79,1.34,0.0
2024-10-24 02:00:06,21.9,83,2.24,0.0
2024-10-24 03:00:07,21.65,84,2.24,0.0
2024-10-24 04:00:07,20.78,90,1.34,0.0
2024-10-24 05:00:07,21.15,91,0.89,0.0
2024-10-24 06:00:07,20.66,93,0.89,0.0
2024-10-24 07:00:09,20.27,94,0.45,0.0
2024-10-24 08:00:08,20.48,93,0.45,0.0
2024-10-24 09:00:11,19.6,94,2.67,0.0
2024-10-24 10:00:14,19.42,94,2.45,0.0
2024-10-24 11:00:08,18.88,95,2.52,0.0
2024-10-24 12:00:08,18.38,95,2.57,0.0
2024-10-24 13:00:07,20.3,95,0.89,0.0
2024-10-24 14:00:07,20.38,95,0.89,0.0
2024-10-24 15:00:06,26.08,69,0.89,0.0
2024-10-24 16:00:06,26.98,62,1.79,0.0
2024-10-24 17:00:06,27.93,58,4.02,0.0
2024-10-24 18:00:06,28.46,53,1.34,0.0
2024-10-24 19:00:07,29.03,49,1.79,0.0
2024-10-24 20:00:07,28.74,49,1.79,0.0
2024-10-24 21:00:06,29.1,47,1.79,0.0
2024-10-24 22:00:07,27.74,56,3.12,0.0
2024-10-24 23:00:07,25.52,64,0.45,0.0
2024-10-25 00:00:07,23.29,75,3.16,0.0
2024-10-25 01:00:06,22.18,81,0.45,0.0
2024-10-25 02:00:06,20.53,87,2.41,0.0
2024-10-25 03:00:07,19.41,91,2.27,0.0
2024-10-25 04:00:07,18.85,92,2.09,0.0
2024-10-25 05:00:07,18.31,92,1.85,0.0
2024-10-25 06:00:06,17.86,93,1.7,0.0
2024-10-25 07:00:07,17.29,94,1.28,0.0
2024-10-25 08:00:06,17.27,95,1.49,0.0
2024-10-25 09:00:06,16.77,95,1.6,0.0
2024-10-25 10:00:08,16.76,95,1.61,0.0
2024-10-25 11:00:07,16.76,96,1.62,0.0
2024-10-25 12:00:08,17.17,96,1.39,0.0
2024-10-25 13:00:07,19.27,96,0.89,0.0
2024-10-25 14:00:07,23.7,82,1.34,0.0
2024-10-25 15:00:07,24.98,70,2.36,0.0
2024-10-25 16:00:06,26.33,65,2.42,0.0
2024-10-25 17:00:07,28.22,59,1.79,0.0
2024-10-25 18:00:07,28.78,58,2.24,0.0
2024-10-25 19:00:07,27.83,60,2.48,0.0
2024-10-25 20:00:08,29.09,57,3.13,0.0
2024-10-25 21:00:08,28.95,55,0.89,0.0
2024-10-25 22:00:07,28.36,56,0.89,0.0
2024-10-25 23:00:07,25.54,68,0.89,0.0
2024-10-26 00:00:08,24.54,75,0.89,0.0
2024-10-26 01:00:07,22.74,81,0.89,0.0
2024-10-26 02:00:07,22.19,86,1.34,0.0
2024-10-26 03:00:07,21.08,89,2.18,0.0
2024-10-26 04:00:07,20.1,92,1.99,0.0
2024-10-26 05:00:06,21.65,88,2.07,0.0
2024-10-26 06:00:07,19.67,94,2.1,0.0
2024-10-26 07:00:07,19.64,94,2.24,0.0
2024-10-26 08:00:07,19.98,94,0.45,0.0
2024-10-26 09:00:06,19.57,93,2.28,0.0
2024-10-26 10:00:07,18.95,93,0.45,0.0
2024-10-26 11:00:07,18.37,94,2.12,0.0
2024-10-26 12:00:07,18.37,95,2.21,0.0
2024-10-26 13:00:07,21.18,95,1.79,0.0
2024-10-26 14:00:06,24.66,73,4.02,0.0
2024-10-26 15:00:06,26.31,61,1.79,0.0
2024-10-26 16:00:07,26.51,60,3.33,0.0
2024-10-26 17:00:07,27.93,54,1.79,0.0
2024-10-26 18:00:07,28.48,51,5.81,0.0
2024-10-26 19:00:06,28.58,49,3.13,0.0
